Time,Distance,Longitude,Latitude,LTE_UE_PCI,LTE_UE_RSRP,LTE_UE_RSRQ,LTE_UE_SINR,App_Throughput_DL
04/01/2019 15:37,,"243,501","636,200",191,-94,-6.1,25.7,
04/01/2019 15:37,0.496668,"243,501","636,199",191,-91,-6.1,26.7,
04/01/2019 15:37,0.952479,"243,501","636,199",191,-89.9,-6.1,30,
04/01/2019 15:37,"1,200,813","243,501","636,199",191,-89.2,-6.4,24,
04/01/2019 15:37,"1,357,583","243,501","636,199",191,-88.15,-6.45,23.35,
04/01/2019 15:37,"1,605,917","243,502","636,199",191,-92.9,-6.4,26.15,
04/01/2019 15:37,"2,005,129","243,502","636,198",191,-93.65,-7.85,25.95,1045.78
04/01/2019 15:37,"2,253,462","243,502","636,198",191,-90.1,-7.5,26.65,19446.75
04/01/2019 15:37,"2,410,232","243,502","636,198",191,-86.3,-7.6,27.35,19795.07
04/01/2019 15:37,"2,723,772","243,502","636,198",191,-88.5,-7.4,27.9,30949.04
04/01/2019 15:37,"2,972,106","243,502","636,198",191,-89.1,-7.75,26.85,31925.71
04/01/2019 15:37,"3,219,521","243,503","636,198",191,-87.45,-7.7,26.55,28805.72
04/01/2019 15:37,"3,533,061","243,503","636,197",191,-88,-6.5,28.05,25121.93
04/01/2019 15:37,"3,780,476","243,503","636,197",191,-86.05,-6.15,28.5,26438.2
04/01/2019 15:37,"3,780,476","243,503","636,197",191,-85.8,-8.85,29.05,27929.13
04/01/2019 15:37,"4,027,892","243,503","636,197",191,-86.2,-6.25,28.15,27531.1
04/01/2019 15:37,"4,580,442","243,502","636,197",191,-90.2,-6.15,27.4,28827.71
04/01/2019 15:37,"5,144,071","243,502","636,197",191,-88.3,-6,26.1,31285.61
04/01/2019 15:37,"5,925,592","243,501","636,197",191,-86,-5.5,28.6,33783.13
04/01/2019 15:37,"6,768,024","243,501","636,197",191,-90.1,-5.95,27.4,31229.87
04/01/2019 15:37,"7,907,462","243,500","636,197",191,-89.8,-9.35,26.8,26096.54
04/01/2019 15:37,"9,259,165","243,499","636,196",191,-90.75,-8.65,26.45,27547.71
04/01/2019 15:37,"10,856,010","243,498","636,195",191,-96.1,-7.6,24.8,30681.88
04/01/2019 15:37,"12,362,340","243,497","636,194",191,-92.5,-7.2,25.9,19705.72
04/01/2019 15:37,"14,023,697","243,495","636,194",191,-93.3,-6.1,24.9,17354.55
04/01/2019 15:37,"15,598,251","243,494","636,193",191,-89.2,-7.55,26,18180.74
04/01/2019 15:37,"17,259,609","243,493","636,192",191,-92.45,-9.65,25,19958.91
04/01/2019 15:37,"18,920,967","243,492","636,191",191,-87.8,-8.05,24.75,23606.73
04/01/2019 15:37,"20,582,323","243,491","636,190",191,-87.85,-6.45,24.75,16707.2
04/01/2019 15:37,"22,312,941","243,490","636,189",191,-89.35,-6.4,23.95,10232.69
04/01/2019 15:37,"24,129,625","243,488","636,188",191,-89.15,-7.95,24.5,12294.07
04/01/2019 15:37,"25,946,310","243,487","636,187",191,-89.8,-7.1,25,14505.77
04/01/2019 15:37,"27,676,926","243,485","636,186",191,-91,-6.25,24.7,16509.76
04/01/2019 15:37,"29,649,166","243,484","636,185",191,-92,-6.1,24.4,16728.87
04/01/2019 15:37,"31,933,014","243,482","636,183",191,-90.3,-7.3,25.4,12661.96
04/01/2019 15:37,"34,288,818","243,481","636,182",191,-90.55,-4.95,25.3,14888.54
04/01/2019 15:37,"36,814,735","243,479","636,180",191,-91.9,-6.9,25.15,17419.89
04/01/2019 15:38,"39,340,652","243,477","636,179",191,-91.15,-7.4,24.45,19676.48
04/01/2019 15:38,"42,022,194","243,475","636,177",191,-89.15,-7.5,24.6,19586.75
04/01/2019 15:38,"44,880,112","243,473","636,176",191,-92.35,-7.65,24.25,19462.56
04/01/2019 15:38,"47,788,425","243,471","636,174",191,-90.5,-5.1,22.6,19915.67
04/01/2019 15:38,"50,712,631","243,470","636,173",191,-91.1,-6.7,22.8,13906.79
04/01/2019 15:38,"53,792,263","243,468","636,172",191,-90.9,-6.8,23.4,
04/01/2019 15:38,"57,027,454","243,466","636,170",191,-88.25,-7.4,23.65,
04/01/2019 15:38,"60,176,563","243,463","636,168",191,-88.55,-6.05,22.4,
04/01/2019 15:38,"63,325,672","243,461","636,166",191,-88.55,-6.1,25.25,
04/01/2019 15:38,"66,464,020","243,459","636,165",191,-86.8,-6.05,25.8,
04/01/2019 15:38,"69,521,553","243,457","636,163",191,-87.85,-6.3,23.8,
04/01/2019 15:38,"72,346,802","243,455","636,161",191,-87.4,-5,22.7,
04/01/2019 15:38,"74,855,118","243,453","636,159",191,-87.55,-6.25,20.65,
04/01/2019 15:38,"76,972,481","243,451","636,157",191,-86.05,-6.45,25,
04/01/2019 15:38,"78,944,725","243,450","636,156",191,-82.8,-5.5,20.5,
04/01/2019 15:38,"80,729,370","243,448","636,155",191,-86.1,-7.45,15.4,
04/01/2019 15:38,"82,313,362","243,447","636,155",191,-86.8,-6.85,15.65,
04/01/2019 15:38,"84,136,612","243,445","636,154",191,-87,-5.95,16.45,
04/01/2019 15:38,"86,357,979","243,443","636,154",191,-90.65,-7.75,12.3,
04/01/2019 15:38,"88,843,338","243,441","636,155",191,-97.65,-8,8.15,
04/01/2019 15:38,"92,100,288","243,439","636,157",191,-100.15,-10.8,5.05,
04/01/2019 15:38,"96,019,531","243,436","636,159",191,-102.15,-9,4.8,
04/01/2019 15:38,"100,726,212","243,434","636,163",191,-103.45,-9.9,3.35,
04/01/2019 15:38,"105,474,770","243,431","636,166",191,-104.2,-9.3,4.4,
04/01/2019 15:38,"110,602,623","243,428","636,170",66,-99.8,-7.8,2.3,
04/01/2019 15:38,"116,100,456","243,427","636,171",66,-99.9,-10.4,9.4,
04/01/2019 15:38,"121,228,310","243,423","636,175",66,-101.4,-9.7,7.95,
04/01/2019 15:38,"126,287,827","243,420","636,179",66,-102.75,-10.15,4.7,
04/01/2019 15:38,"131,571,579","243,417","636,183",66,-100.95,-10.55,3.65,862.19
04/01/2019 15:38,"137,081,528","243,414","636,186",66,-102.55,-12.7,3.9,22030.89
04/01/2019 15:38,"142,763,824","243,411","636,190",66,-103.9,-16.55,1.3,17543.28
04/01/2019 15:38,"148,844,894","243,408","636,194",66,-103.2,-11.35,6.25,24282.18
04/01/2019 15:38,"154,752,686","243,404","636,199",66,-102.65,-13.9,6,29685.62
04/01/2019 15:38,"160,660,477","243,401","636,203",66,-104.85,-14.2,2.05,23056.92
04/01/2019 15:38,"166,810,425","243,397","636,207",66,-106,-15.85,1.5,19491.39
04/01/2019 15:38,"173,101,730","243,393","636,212",38,-107.1,-15.45,-0.35,12263.78
04/01/2019 15:38,"179,563,675","243,389","636,217",38,-99.35,-9.35,5.35,11742.15
04/01/2019 15:38,"186,096,100","243,385","636,222",38,-94.85,-10.45,11.5,15297.36
04/01/2019 15:38,"192,472,321","243,381","636,226",38,-103.15,-10.65,4.65,16094.8
04/01/2019 15:38,"198,848,541","243,377","636,231",38,-102.3,-11.3,4.2,15648.17
04/01/2019 15:38,"204,998,489","243,374","636,235",38,-101.15,-12.5,2.55,14279.58
04/01/2019 15:38,"211,218,536","243,370","636,239",38,-98.3,-10.75,6.05,19026.97
04/01/2019 15:38,"217,542,938","243,367","636,244",191,-100.05,-12.65,1.55,16205.33
04/01/2019 15:38,"224,004,868","243,363","636,248",191,-96.9,-9.55,4.65,10750.87
04/01/2019 15:38,"230,484,848","243,359","636,253",191,-96.1,-11.2,5.6,13297.8
04/01/2019 15:38,"236,964,844","243,356","636,258",191,-95.6,-11.3,5.55,19091.02
04/01/2019 15:38,"243,357,422","243,352","636,262",191,-96.45,-11.1,5.1,18529.25
04/01/2019 15:38,"249,351,440","243,349","636,266",191,-98.5,-11.3,5.25,15226.91
04/01/2019 15:38,"255,173,859","243,345","636,270",191,-99.6,-12.5,1.6,10655.9
04/01/2019 15:38,"260,457,611","243,342","636,274",191,-98.75,-10.7,3.3,11639.98
04/01/2019 15:38,"265,413,788","243,340","636,278",191,-100.2,-12.15,1.7,11726.43
04/01/2019 15:38,"269,987,274","243,337","636,281",191,-98.2,-12.35,4.35,22243.92
04/01/2019 15:38,"274,006,470","243,335","636,283",191,-100.85,-12.05,2.55,20463.49
04/01/2019 15:38,"277,783,905","243,332","636,286",191,-101.75,-13.4,-0.2,12263.27
04/01/2019 15:38,"281,007,721","243,331","636,288",191,-104.05,-15.35,-2.2,8853.6
04/01/2019 15:38,"284,087,372","243,329","636,290",37,-96.3,-10.8,3.2,16109.99
04/01/2019 15:38,"286,861,664","243,327","636,291",37,-98.85,-12.65,6.45,19729.27
04/01/2019 15:38,"289,626,648","243,325","636,291",37,-95.8,-13.25,5.45,22556.89
04/01/2019 15:38,"292,607,239","243,322","636,290",37,-89.55,-12.15,9.15,26137.88
04/01/2019 15:38,"295,444,183","243,320","636,288",37,-92.45,-11.6,12.8,27223.71
04/01/2019 15:39,"298,559,601","243,320","636,286",37,-93.6,-10.65,10.8,28436.54
04/01/2019 15:39,"301,943,695","243,320","636,283",37,-93.55,-10.65,10.8,28851.02
04/01/2019 15:39,"305,607,330","243,322","636,280",37,-91.9,-11.65,12.7,31761.43
04/01/2019 15:39,"309,938,690","243,324","636,277",37,-90.6,-12.6,12.15,27389.6
04/01/2019 15:39,"314,824,158","243,327","636,274",37,-95.55,-13.15,8.65,19669.74
04/01/2019 15:39,"320,107,910","243,330","636,271",37,-98.15,-13.3,6.75,16863.18
04/01/2019 15:39,"325,305,542","243,333","636,267",37,-100.8,-13.55,5.2,
04/01/2019 15:39,"330,832,031","243,336","636,263",37,-102.8,-12.95,6.5,13988.01
04/01/2019 15:39,"336,486,389","243,339","636,259",37,-102.7,-12.15,6.7,17555.35
04/01/2019 15:39,"342,189,087","243,342","636,255",37,-100.7,-11,7.75,15098.3
04/01/2019 15:39,"347,784,760","243,346","636,251",37,-102.2,-12.3,7.45,6695.27
04/01/2019 15:39,"353,692,566","243,349","636,247",37,-102.5,-11.3,8.5,7791.17
04/01/2019 15:39,"359,998,474","243,353","636,243",37,-100.85,-12.1,9.4,
04/01/2019 15:39,"366,616,455","243,355","636,240",37,-100.75,-15.6,7,
04/01/2019 15:39,"373,305,115","243,361","636,232",37,-101.65,-12.2,5.85,
04/01/2019 15:39,"380,306,305","243,366","636,227",37,-98.25,-10.4,7.95,
04/01/2019 15:39,"387,409,180","243,370","636,222",37,-99,-12.3,5.8,
04/01/2019 15:39,"394,581,329","243,374","636,217",66,-99.1,-9.15,4.75,
04/01/2019 15:39,"401,738,800","243,378","636,213",66,-99.25,-10,9.4,
04/01/2019 15:39,"408,997,528","243,382","636,208",66,-95.4,-8.55,8.4,
04/01/2019 15:39,"416,325,714","243,386","636,202",66,-95.55,-9,11.5,
04/01/2019 15:39,"423,653,900","243,390","636,197",66,-94.85,-6.7,13.05,
04/01/2019 15:39,"430,800,079","243,394","636,192",66,-95.4,-9.25,13.9,
04/01/2019 15:39,"438,214,661","243,398","636,187",66,-98.3,-10.1,8.7,
04/01/2019 15:39,"445,698,914","243,401","636,184",66,-98.8,-10.05,9.2,
04/01/2019 15:39,"453,269,409","243,406","636,177",66,-97.45,-7.8,9.7,
04/01/2019 15:39,"460,771,027","243,410","636,173",66,-94.95,-7.7,13.5,
04/01/2019 15:39,"468,448,578","243,414","636,168",66,-94.7,-7.8,15.85,
04/01/2019 15:39,"476,037,842","243,418","636,162",66,-95.85,-8.35,14.2,
04/01/2019 15:39,"483,608,337","243,422","636,157",66,-96.2,-8.1,12.75,
04/01/2019 15:39,"491,285,889","243,426","636,151",66,-99.3,-11.95,7.35,
04/01/2019 15:39,"498,943,268","243,431","636,145",191,-87.5,-11.4,10.3,
04/01/2019 15:39,"506,513,763","243,437","636,138",191,-89.05,-5.6,20.6,
04/01/2019 15:39,"513,841,980","243,441","636,134",191,-95.6,-7.6,11.35,
04/01/2019 15:39,"520,546,265","243,445","636,129",191,-95.3,-6.35,10.15,
04/01/2019 15:39,"526,715,149","243,448","636,124",191,-99.05,-9.85,6.9,
04/01/2019 15:39,"531,863,098","243,451","636,120",191,-102.3,-11.4,4.5,1031.33
04/01/2019 15:39,"536,081,238","243,453","636,117",191,-103.2,-12.9,1.25,18240.45
04/01/2019 15:39,"539,010,254","243,455","636,115",191,-105.45,-13.95,0.9,19678.18
04/01/2019 15:39,"540,919,373","243,456","636,114",66,-99.85,-13.4,6.3,21986.69
04/01/2019 15:39,"542,028,870","243,457","636,113",66,-94.3,-9.8,14.6,43213.03
04/01/2019 15:39,"542,676,147","243,457","636,112",66,-94.9,-9.3,15.2,26713.67
04/01/2019 15:39,"543,118,225","243,457","636,112",66,-93.35,-9.4,14.8,25661.24
04/01/2019 15:39,"543,366,516","243,457","636,112",66,-95.1,-9.9,14.85,25555.16
04/01/2019 15:39,"543,477,722","243,457","636,112",66,-95.2,-12.1,14.1,26379.74
04/01/2019 15:39,"543,827,393","243,457","636,112",66,-93.75,-10.45,13.95,25424.88
04/01/2019 15:39,"544,425,720","243,458","636,112",66,-97.65,-12.35,11.95,25005.42
04/01/2019 15:39,"544,980,469","243,458","636,111",66,-96.95,-9.35,13,24273.77
04/01/2019 15:39,"545,535,217","243,458","636,111",66,-94.05,-10,14.6,24987.01
04/01/2019 15:39,"546,089,966","243,459","636,111",66,-95.85,-8.95,14,23005.99
04/01/2019 15:39,"547,044,495","243,459","636,110",66,-100.85,-10.9,11.6,15874.16
04/01/2019 15:39,"548,708,740","243,460","636,109",66,-96.7,-11.85,12.65,16797.41
04/01/2019 15:39,"550,839,600","243,461","636,108",66,-97.35,-12.25,13.45,21228.7
04/01/2019 15:39,"553,613,281","243,462","636,106",66,-96,-10.1,13.3,25165.59
04/01/2019 15:39,"557,186,401","243,464","636,103",66,-95.85,-8.75,13.95,21476.17
04/01/2019 15:39,"560,514,893","243,466","636,101",66,-95,-7.05,14.05,22214.33
04/01/2019 15:39,"564,578,552","243,468","636,098",66,-94.85,-12.15,14.25,24864.69
04/01/2019 15:39,"569,261,108","243,470","636,095",66,-93.75,-9.05,14.1,27279.54
04/01/2019 15:39,"574,409,058","243,474","636,090",66,-95.15,-11.4,15.75,28098.91
04/01/2019 15:39,"579,867,737","243,477","636,086",66,-92.7,-10.75,16.9,30377.81
04/01/2019 15:40,"585,619,446","243,480","636,082",66,-93.6,-12.45,17.5,26579.16
04/01/2019 15:40,"591,301,758","243,483","636,078",66,-93.3,-10.95,15.7,21474.97
04/01/2019 15:40,"596,741,455","243,487","636,074",66,-91.1,-7.4,15.35,22037.52
04/01/2019 15:40,"602,579,590","243,490","636,070",66,-87.35,-8.1,17.25,21393.86
04/01/2019 15:40,"608,799,683","243,493","636,066",66,-87.95,-6.45,17.6,20542.57
04/01/2019 15:40,"615,488,342","243,497","636,061",66,-89.1,-7.7,17.2,20235.71
04/01/2019 15:40,"622,333,252","243,501","636,057",66,-90.25,-8.95,16.9,21402.31
04/01/2019 15:40,"629,178,162","243,505","636,052",66,-90.1,-7,16.7,12590.99
04/01/2019 15:40,"636,108,337","243,509","636,047",66,-85.6,-8.5,19.3,11637.15
04/01/2019 15:40,"643,124,512","243,513","636,042",66,-85.9,-10.4,20.1,9048.67
04/01/2019 15:40,"650,510,620","243,516","636,039",66,-83.75,-9.75,20.1,4312.22
04/01/2019 15:40,"657,994,873","243,520","636,034",66,-84.15,-7.9,18.75,4909.88
04/01/2019 15:40,"665,496,460","243,525","636,029",66,-84.3,-8.3,17.9,5552.06
04/01/2019 15:40,"673,153,870","243,529","636,024",66,-82.65,-8.1,18.8,6842.98
04/01/2019 15:40,"680,967,041","243,533","636,018",66,-81.2,-8.2,23.95,
04/01/2019 15:40,"688,693,481","243,538","636,012",66,-83.35,-7.55,22.75,
04/01/2019 15:40,"696,506,653","243,544","636,005",66,-82.1,-8.85,22.15,
04/01/2019 15:40,"704,319,824","243,548","635,999",66,-82.75,-7.45,18.6,
04/01/2019 15:40,"711,874,695","243,552","635,994",66,-81.75,-5.45,16.55,
04/01/2019 15:40,"718,686,890","243,556","635,989",66,-83.15,-7.05,16.9,
04/01/2019 15:40,"725,410,461","243,560","635,985",66,-85.2,-8.8,16,
04/01/2019 15:40,"731,757,202","243,563","635,980",66,-91.1,-7.5,14.7,
04/01/2019 15:40,"737,615,173","243,567","635,976",66,-85.9,-7.4,14.7,
04/01/2019 15:40,"743,007,507","243,568","635,973",66,-86.8,-7.55,15.2,
04/01/2019 15:40,"747,535,095","243,571","635,970",66,-89.35,-7.3,13.5,
04/01/2019 15:40,"751,000,183","243,573","635,967",66,-88.2,-6.75,13,
04/01/2019 15:40,"753,286,926","243,575","635,965",66,-87.95,-8.05,13.85,
04/01/2019 15:40,"754,541,077","243,576","635,964",66,-87.2,-9.35,14.4,
04/01/2019 15:40,"754,789,429","243,576","635,963",66,-88,-7.75,14.85,
04/01/2019 15:40,"754,899,963","243,576","635,963",66,-88.45,-9.5,13.25,
04/01/2019 15:40,"755,011,108","243,576","635,963",66,-87.95,-7.9,13.45,
04/01/2019 15:40,"755,167,908","243,576","635,964",66,-87.5,-6.6,13.35,
04/01/2019 15:40,"755,623,718","243,576","635,964",66,-88.45,-8.8,14.85,
04/01/2019 15:40,"756,079,529","243,577","635,964",66,-87.55,-10.45,12.95,
04/01/2019 15:40,"756,429,199","243,577","635,964",66,-87.15,-6.85,12.9,
04/01/2019 15:40,"756,885,010","243,578","635,964",66,-87.65,-7.15,13.35,
04/01/2019 15:40,"756,996,216","243,578","635,964",66,-86.5,-7.2,14.5,
04/01/2019 15:40,"757,107,422","243,578","635,964",66,-86.65,-7.55,14.15,
04/01/2019 15:40,"757,507,568","243,578","635,964",66,-90.5,-5.95,15.85,1222.79
04/01/2019 15:40,"759,082,153","243,579","635,963",66,-85.8,-11.6,15.6,26521.61
04/01/2019 15:40,"761,669,556","243,580","635,962",66,-84.6,-9.55,15.3,20980.12
04/01/2019 15:40,"765,049,744","243,582","635,960",66,-85.25,-6.65,14.85,21233.77
04/01/2019 15:40,"769,225,037","243,584","635,957",66,-84.8,-7,14.35,17320.45
04/01/2019 15:40,"773,330,994","243,586","635,954",66,-83.5,-9.2,19.1,15943.63
04/01/2019 15:40,"778,130,920","243,589","635,951",66,-86.6,-6.55,18,16064.49
04/01/2019 15:40,"783,640,869","243,592","635,948",66,-85.75,-6.7,14.45,16488.71
04/01/2019 15:40,"789,548,706","243,595","635,943",66,-85.25,-9.85,15.85,19076.76
04/01/2019 15:40,"795,924,927","243,599","635,939",66,-89.7,-9.35,11.6,22066.75
04/01/2019 15:40,"802,769,836","243,603","635,935",66,-89.1,-12.15,11,
04/01/2019 15:40,"809,759,521","243,607","635,930",66,-88.65,-10.55,11.05,22617.34
04/01/2019 15:40,"816,448,181","243,611","635,925",66,-89.6,-8.25,11.7,16768.98
04/01/2019 15:40,"823,198,547","243,617","635,919",66,-89.6,-11.3,11.05,17353.47
04/01/2019 15:40,"830,584,656","243,621","635,914",66,-89.85,-11.2,7.4,19810.67
04/01/2019 15:40,"838,381,104","243,625","635,909",66,-92.8,-10,6.55,20643.2
04/01/2019 15:40,"846,489,868","243,630","635,903",66,-95.9,-12.5,6.55,23066.95
04/01/2019 15:40,"854,684,387","243,635","635,897",66,-97.85,-12.15,4.75,21725.83
04/01/2019 15:40,"863,105,530","243,639","635,892",67,-92.65,-9.15,6.8,
04/01/2019 15:40,"871,473,206","243,644","635,886",67,-92.6,-8,12.05,14787.09
04/01/2019 15:40,"879,753,967","243,649","635,880",67,-88.25,-8.2,14.3,11910.6
04/01/2019 15:40,"888,190,674","243,654","635,874",67,-90.05,-11.15,14.65,14410.6
04/01/2019 15:41,"896,697,327","243,659","635,868",67,-88.55,-11.15,13.7,16461.12
04/01/2019 15:41,"905,203,918","243,664","635,862",67,-89.6,-9.05,10.2,16393.6
04/01/2019 15:41,"913,866,699","243,669","635,856",67,-90.8,-9.6,7.2,17318.1
04/01/2019 15:41,"922,565,308","243,673","635,850",67,-87.85,-10.5,9.15,17067.26
04/01/2019 15:41,"931,331,787","243,678","635,844",67,-89.7,-12.35,6.85,17697.44
04/01/2019 15:41,"940,254,028","243,683","635,838",67,-89.3,-14,5.15,20165.07
04/01/2019 15:41,"949,176,208","243,688","635,831",67,-90.7,-16.95,0.65,21945.72
04/01/2019 15:41,"958,098,389","243,693","635,825",128,-86.45,-15.05,6.55,22302.79
04/01/2019 15:41,"966,952,576","243,698","635,819",128,-83.3,-7.3,11.1,17456.79
04/01/2019 15:41,"975,320,251","243,701","635,815",128,-85.4,-9.55,8.95,9783.5
04/01/2019 15:41,"982,510,498","243,705","635,810",128,-85.15,-8.75,9.25,7669.26
04/01/2019 15:41,"989,301,880","243,709","635,805",128,-81.9,-10.35,9,8896.67
04/01/2019 15:41,"996,180,969","243,713","635,800",128,-83.15,-13.3,5,10525.27
04/01/2019 15:41,"1,003,371,216","243,718","635,794",68,-81.6,-13.75,1.6,12203.5
04/01/2019 15:41,"1,011,011,597","243,721","635,790",68,-72.7,-11.85,9.75,9976.05
04/01/2019 15:41,"1,019,000,061","243,726","635,784",68,-79.4,-10.15,12.05,9183.13
04/01/2019 15:41,"1,027,523,560","243,730","635,778",68,-82.65,-9.45,8.05,10488.17
04/01/2019 15:41,"1,036,377,686","243,735","635,772",68,-81.1,-8.75,7.8,12176.48
04/01/2019 15:41,"1,045,698,730","243,740","635,766",68,-84.3,-11.05,6.2,14017.25
04/01/2019 15:41,"1,055,383,911","243,748","635,756",128,-83.05,-9.1,5.75,15899.84
04/01/2019 15:41,"1,064,637,207","243,753","635,750",128,-77.6,-9.5,15.85,16001.04
04/01/2019 15:41,"1,073,628,296","243,758","635,743",128,-80.3,-8.7,18.2,16342.37
04/01/2019 15:41,"1,082,949,341","243,763","635,737",128,-81.4,-7.65,15.9,6059.42
04/01/2019 15:41,"1,092,650,757","243,769","635,730",128,-77.2,-6,18.1,7007.33
04/01/2019 15:41,"1,102,283,203","243,774","635,723",128,-76.4,-9.1,19.05,8191.01
04/01/2019 15:41,"1,111,828,613","243,780","635,716",128,-78.3,-8.6,18.1,9461.73
04/01/2019 15:41,"1,121,616,943","243,785","635,710",128,-78.55,-10.8,17.9,9839.23
04/01/2019 15:41,"1,131,162,354","243,791","635,703",128,-82.35,-8.35,16.35,9130.12
04/01/2019 15:41,"1,140,794,922","243,796","635,696",128,-87.85,-10.1,13.75,11048.47
04/01/2019 15:41,"1,150,115,967","243,801","635,689",128,-89.75,-10.45,12.85,12886.5
04/01/2019 15:41,"1,158,483,643","243,806","635,683",128,-92.4,-10.05,9.35,
04/01/2019 15:41,"1,166,161,133","243,810","635,678",128,-93,-8.3,4.5,
04/01/2019 15:41,"1,174,305,176","243,813","635,674",128,-93.55,-8.8,8.6,
04/01/2019 15:41,"1,182,672,852","243,818","635,668",45,-92.7,-10.8,7.55,
04/01/2019 15:41,"1,190,816,772","243,821","635,663",45,-84.8,-8.4,16.6,
04/01/2019 15:41,"1,198,387,329","243,826","635,657",45,-81.1,-9.05,23.9,
04/01/2019 15:41,"1,205,022,949","243,830","635,652",45,-83.25,-5.35,25.55,
04/01/2019 15:41,"1,210,705,322","243,834","635,648",45,-87.35,-8.3,18.5,
04/01/2019 15:41,"1,215,677,368","243,837","635,644",45,-93.35,-5,14.4,
04/01/2019 15:41,"1,219,783,325","243,840","635,640",127,-91.9,-9.15,10.6,
04/01/2019 15:41,"1,222,694,580","243,842","635,638",127,-85.15,-6.8,15.8,
04/01/2019 15:41,"1,224,981,323","243,843","635,636",127,-90.5,-7.35,13.85,
04/01/2019 15:41,"1,226,401,855","243,844","635,635",127,-90.15,-7.85,12.35,
04/01/2019 15:41,"1,227,202,148","243,844","635,635",127,-87.75,-7.95,12.2,
04/01/2019 15:41,"1,227,829,224","243,845","635,634",127,-87.75,-9.55,14.05,
04/01/2019 15:41,"1,228,142,822","243,845","635,634",127,-88.25,-7.85,13.9,
04/01/2019 15:41,"1,228,853,149","243,845","635,634",127,-91.5,-8.4,12.2,
04/01/2019 15:41,"1,230,672,729","243,846","635,633",127,-89.6,-7.4,9.8,
04/01/2019 15:41,"1,232,553,955","243,847","635,631",127,-87.2,-7.1,12.1,
04/01/2019 15:41,"1,234,614,014","243,849","635,630",127,-90.9,-7.05,11.35,
04/01/2019 15:41,"1,237,088,135","243,850","635,629",127,-85.55,-7.55,14.75,
04/01/2019 15:41,"1,239,470,703","243,852","635,629",127,-88.1,-6.65,15.8,
04/01/2019 15:41,"1,241,956,055","243,854","635,628",127,-88.95,-8.35,12.75,
04/01/2019 15:41,"1,244,720,215","243,857","635,627",127,-89.75,-7.1,13.9,842.85
04/01/2019 15:41,"1,247,722,656","243,860","635,626",127,-90.05,-13.05,11.75,30952.55
04/01/2019 15:41,"1,251,430,054","243,862","635,627",127,-88.45,-12.45,10.15,51775.81
04/01/2019 15:41,"1,255,240,356","243,866","635,628",127,-92.4,-13,9.45,46699.16
04/01/2019 15:41,"1,259,449,951","243,870","635,630",127,-93.55,-13.4,9.6,47784.09
04/01/2019 15:41,"1,264,173,584","243,873","635,633",127,-94.25,-10.55,11.1,36649.73
04/01/2019 15:41,"1,269,365,479","243,876","635,636",127,-89.7,-13.2,14.5,29799.49
04/01/2019 15:42,"1,274,697,021","243,880","635,639",127,-90.3,-11.5,12.35,30478
04/01/2019 15:42,"1,280,278,564","243,883","635,643",127,-92.05,-8.7,13.2,21089.79
04/01/2019 15:42,"1,286,096,924","243,886","635,648",127,-86.1,-7.6,12.75,19093.3
04/01/2019 15:42,"1,291,979,004","243,889","635,652",127,-77.45,-11.2,22.2,23496.73
04/01/2019 15:42,"1,298,042,847","243,893","635,656",127,-77.65,-9.4,22.75,15076.89
04/01/2019 15:42,"1,304,393,066","243,897","635,660",127,-88.1,-9,15.8,16247.82
04/01/2019 15:42,"1,311,058,594","243,900","635,663",127,-91.8,-13.5,8.5,13143.86
04/01/2019 15:42,"1,317,648,438","243,904","635,667",127,-93,-12.75,6.5,16800.67
04/01/2019 15:42,"1,324,174,194","243,909","635,671",126,-92.25,-9.95,9.15,18381.64
04/01/2019 15:42,"1,330,928,833","243,913","635,674",126,-85.6,-5.8,16.6,20097.32
04/01/2019 15:42,"1,337,766,968","243,917","635,678",126,-85.2,-7.1,17.45,22316.57
04/01/2019 15:42,"1,344,761,475","243,922","635,682",126,-85.95,-8.55,17,24147.74
04/01/2019 15:42,"1,351,840,088","243,928","635,687",126,-88.05,-7.55,15.85,25036.3
04/01/2019 15:42,"1,358,951,416","243,932","635,691",126,-87.6,-9.9,15,26406.95
04/01/2019 15:42,"1,366,018,921","243,937","635,694",126,-86.85,-6.9,16.1,27885.92
04/01/2019 15:42,"1,372,842,163","243,943","635,698",126,-87.6,-9.6,15.55,22227.86
04/01/2019 15:42,"1,379,731,201","243,950","635,703",126,-86.75,-8.85,16.1,20111.71
04/01/2019 15:42,"1,386,755,249","243,955","635,707",126,-87.15,-9.4,17.15,17834.48
04/01/2019 15:42,"1,394,090,698","243,960","635,711",126,-87.95,-11.35,15.15,18539.2
04/01/2019 15:42,"1,401,600,464","243,965","635,715",126,-88.9,-10.25,15.7,19914.38
04/01/2019 15:42,"1,409,333,740","243,971","635,720",126,-90.45,-12.85,12,22235.07
04/01/2019 15:42,"1,417,292,236","243,976","635,724",126,-88.9,-11.05,10.1,24177.76
04/01/2019 15:42,"1,425,268,188","243,982","635,728",126,-88.95,-9.45,12.35,18363.56
04/01/2019 15:42,"1,433,382,568","243,988","635,733",126,-88.4,-8,14.65,18285.51
04/01/2019 15:42,"1,441,203,003","243,993","635,737",126,-87.95,-9.4,13.95,17860.08
04/01/2019 15:42,"1,448,990,845","243,999","635,742",126,-87.3,-7.3,14.5,11420.71
04/01/2019 15:42,"1,456,811,401","244,002","635,745",126,-86.45,-6.55,15.8,
